,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
0,-0.13760747265947607,-0.13723843650283987,-0.11699671562701691,-0.08061196564994638,-0.08111785542590526,-0.10877306565959073,-0.14668286375538475,-0.18292906098011014,-0.22977146767918358,-0.27377882086139965,-0.2739623172967746,-0.33960668089949586,-0.35307229591201994,-0.3637670885255838,-0.30274045200094224,-0.05001474516899559,-0.0659060171577387,-0.06627668876919952,-0.20470690703144223,-0.20589155050859997,-0.16338204541779666,-0.207721968591094,-0.20283777008174245,-0.21428460673391042,-0.2020897907327144,-0.202093895829568,-0.22454835771439044,-0.20567205165952654,-0.20327470463691122,-0.17457036095700734,-0.23933232327210216,-0.23760430854416048,-0.17481427827869683,-0.2727963186534919,-0.27903377758428416,-0.2756212148826679,-0.24317717192370802,-0.2428288926827332,-0.2329581335081073,-0.21958851975973412,-0.21969274488603036,-0.2224784454270979
1,-0.13917357984686804,-0.13868521846276372,-0.1175989555213763,-0.09620717917797865,-0.09633786774040203,-0.11029288906824701,-0.11905141252789347,-0.10416972301110337,-0.0911781792205012,-0.1326521899584914,-0.1318828510404276,-0.2750076164604345,-0.21879434180563415,-0.22221878148396934,-0.198975105535792,-0.2119300367147529,-0.20493697312615633,-0.1445345068484069,-0.16908713244783766,-0.17028624865929057,-0.21572590531244706,-0.14792755066893337,-0.14590401862319893,-0.16167105002414953,-0.16648982252123265,-0.15798898421107804,-0.13793334946553676,-0.14698868229936082,-0.14490238599253638,-0.13496127323984464,-0.1836065874058275,-0.19908568478476865,-0.2202491427723587,-0.19051867241487325,-0.17800824455614667,-0.16768211651388912,-0.19781000550626596,-0.20359765730964693,-0.20967563179511997,-0.20004436732237535,-0.20014553623310366,-0.2069110063480023
2,-0.12768960935233695,-0.1275385294632896,-0.11041956170723587,-0.10120304145522281,-0.10125903969213197,-0.0983809038417938,-0.10576489624153598,-0.10569883799850581,0.04220901425250548,-0.16259249108752838,-0.16221838933393146,0.025383507940564556,-0.2566132668790994,-0.262180588465912,0.00755484522104733,-0.15643684259019663,-0.15231261655902417,-0.05765953726927881,-0.17722376908671894,-0.17846066631356827,-0.1386748232432141,-0.17312679217291038,-0.16992826725580168,-0.10133898475951136,-0.1404794441911573,-0.10832412105869453,0.014033459249067862,-0.16430181495498308,-0.16216138465378072,-0.08436407130937465,-0.16709367626924093,-0.16682858330722752,-0.08712732712901416,0.023606699927792543,0.023690901692090992,0.01882694215984822,-0.21025603455650863,-0.20977784451441414,-0.1652216154251298,-0.15018097770407168,-0.1503769923682988,-0.0711932455713131
3,-0.15897189919400453,-0.15812293109873313,-0.13111141116321728,-0.10067363045499621,-0.10073900016580169,-0.09796377330409567,-0.06962936969589927,-0.030775279689480687,-0.003793193546210513,-0.164088278957382,-0.16370514464051053,-0.052754205051229484,-0.30549153869493406,-0.313652106528697,-0.2192970430998418,-0.11422893676838648,-0.1065834130298794,-0.08569248302903323,-0.1907724333202647,-0.1919810713614995,-0.1602364418231124,-0.18708479272905143,-0.18320416502203424,-0.164320016507806,-0.18156530121958087,-0.18116694848550796,-0.09573849717243776,-0.1857479330256941,-0.18347224775782048,-0.1562287380857053,-0.207794088438491,-0.20670022423865897,-0.12427012320774296,-0.07861347689790137,-0.07830622611583149,-0.07880954563507651,-0.231014315176861,-0.23061746730725252,-0.1950136266907019,-0.19355019367011933,-0.1936874766641915,-0.15888340323052105
4,-0.11048041034707985,-0.11071250523951526,-0.09903100029160913,-0.1115057130737291,-0.11133725694076499,-0.08905083057522742,0.04965063290497761,0.050012399717369524,0.05497528402843492,-0.12009256782148718,-0.11950885956628572,0.008725725651592993,-0.07476483638713015,-0.07067190850090972,-0.14563515880797534,-0.07909969369275106,-0.07890883151245259,-0.0691362919507656,-0.10242161236265533,-0.10380557631012435,-0.14343836933506324,-0.11671186323518898,-0.11626730544591679,-0.13786967050070595,0.06450195609222933,0.058619971837046994,-0.06695119581737848,-0.0890661697636767,-0.08739518300785185,-0.09168158564308715,0.007629735452540895,0.004330228949094618,-0.09644429334871514,-0.028710207032453087,-0.028454700437220162,-0.03080114143759014,-0.14573240189886233,-0.1450068696002711,-0.18646976972033766,-0.01686808846200786,-0.017255284808367015,-0.11691256499068725
5,-0.12614681530620936,-0.12600032727516494,-0.10924413364688897,-0.05500336462133749,-0.0370642960835928,0.26319334802577815,2.154727045006455,2.1622189359946726,2.1962259251861513,0.9186722440668542,1.212658512958077,1.9627207536652844,0.4427318728225338,0.47590760573737917,0.44617042728632245,1.8123687792813254,1.8333367655140826,1.1084425361136563,0.2991642879538305,0.2979548609033282,0.2847199135704433,0.11947903993821542,0.10900219964801984,0.09867794215665077,0.5247065167360645,0.540216717568764,0.6227228403958204,0.11922338539976968,0.1202120822662157,0.11158098348336687,0.6495627136714681,0.6348416194936446,0.5569281332224344,2.8055055269820204,2.807603923317777,2.718896620391357,0.00796181750941236,0.00974989716481009,0.018150695986663464,0.24920040773033703,0.24932334252101745,0.2396412376324196
6,-0.13047156874511784,-0.1301892249380384,-0.11190311436520448,-0.10165430272618099,-0.101679736486264,-0.09231725461597651,0.03891367351622717,0.05523130032769979,0.037231321527935124,-0.10506610144633857,-0.10419867672812058,-0.09161055282767484,-0.1829380896012685,-0.1844686484295457,-0.177190148251751,-0.10696842709798018,-0.09819037175779821,-0.08997757753963881,-0.1448056670551751,-0.146048745088611,-0.17614440936971165,-0.13877205338229331,-0.13720255114534505,-0.14700046256521923,-0.039023169353588294,-0.05090537854380846,-0.09152584668958971,-0.1270250592194026,-0.1250657683579474,-0.12233759802156646,-0.07093239834468909,-0.07300402483002948,-0.14375561301680703,0.16604807646594,0.18814099650114774,0.14767864478655565,-0.17244104339063868,-0.17556102192604628,-0.1960862513335908,-0.09818799507354611,-0.09838097282630698,-0.1371663687584794
7,-0.1216594061396656,-0.1216497583879082,-0.1266550538085732,-0.13643955742286232,-0.13827122509240386,-0.1362157831451642,-0.354154326734921,-0.3543543217086791,-0.35155508004303765,-0.47630838063091313,-0.486990422110169,-0.46231986417079063,-0.38817435893245794,-0.40671577152038824,-0.34423683387985143,-0.3184950070889842,-0.3062692936663843,-0.20506226917068293,-0.2516843351592622,-0.25373311526922576,-0.2615528483941693,-0.2294403214096184,-0.2253662216412548,-0.2261502786032292,-0.2799172857883935,-0.2814466122592043,-0.2775062844911367,-0.21041959764420945,-0.2118712387966179,-0.1915478559862848,-0.3070248574457285,-0.30688452948844874,-0.29757336658375216,-0.3792337519000828,-0.3786218346230863,-0.36788532635160004,-0.25642882161570285,-0.256137950361192,-0.25189854606337436,-0.23896872525115,-0.24163493823603766,-0.24748964453291994
8,-0.19123270787212596,-0.1896557246527432,-0.1551776160802775,-0.10094967985833607,-0.10920906815620493,-0.13321898573855379,-0.3007019922096114,-0.30074405538360294,-0.2972939268225817,3.352931197782525,2.739817713119827,-0.15167590750547902,1.3196864380927047,1.1016707626362139,-0.2050556889383092,-0.29701796442916356,-0.28972029620073086,-0.19604585269671126,0.8297272313492297,0.6509616340048259,-0.16521262193949443,0.5095351976556619,0.36412515142829893,-0.16719526300451243,1.1963975873162738,0.9781350583933658,-0.13405364394117492,0.5259024503238466,0.4018219132081717,-0.13445154971341028,2.039940769948157,1.6210196733323676,-0.10965441477690545,-0.3155944434677967,-0.3148507366870325,-0.30565329366913585,0.2599858728390353,0.1778237086108708,-0.20580525688092016,0.7844358413276076,0.6154275073919088,-0.16014838548494978
9,-0.11570826531496249,-0.10620885573380874,-0.09194241922428688,-0.08796293301053197,-0.08449752867534766,-0.08343685030981404,-0.18134127536427327,-0.17027026743086343,-0.16002866456219825,-0.38897327513956104,-0.3897083653560743,-0.3506360622177366,-0.2906076168343116,-0.2896502422118106,-0.2267168072777062,-0.21403733536097827,-0.2069354440674542,-0.14571337492991443,-0.19219483882660762,-0.1893392038013835,-0.19534259316679606,-0.17730956800832076,-0.17025508115334817,-0.16924396927952026,-0.14199296671670927,-0.14078971125071663,-0.12426309142789829,0.6098781668112541,0.5993610412958685,0.10992681428984075,-0.18661941233574966,-0.17776189165923534,-0.17602148282027272,-0.22221281141568985,-0.2115520606563261,-0.20115084705555444,-0.2140780127296035,-0.21360040325327737,-0.2089314983395335,-0.2368702799605304,-0.2369419279178844,-0.24088837181218833
