,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14,Rate_Mean,RMSSD,MeanNN,SDNN,SDSD,CVNN,CVSD,MedianNN,MadNN,MCVNN,TINN,HTI,LF,HF,VHF,LFHF,LFn,HFn,LnHF,SD1,SD2,SD2SD1,CSI,CVI,CSI_Modified,SampEn,Age,Gender,Participant,Video,Video_Name,Target_Emotion,Valence,Arousal,Dominance
0,-0.13760747265947595,-0.13723843650283976,-0.11699671562701693,-0.08061196564994633,-0.08111785542590537,-0.10877306565959073,-0.14668286375538508,-0.18292906098010986,-0.2297714676791836,-0.27377882086139965,-0.2739623172967751,-0.33960668089949586,-0.35307229591202005,-0.363767088525584,-0.30274045200094224,-0.050014745168994935,-0.06590601715773944,-0.06627668876919952,-0.20470690703144234,-0.20589155050859995,-0.1633820454177967,-0.20772196859109385,-0.2028377700817429,-0.2142846067339104,-0.20208979073271446,-0.2020938958295678,-0.22454835771439044,-0.20567205165952654,-0.20327470463691094,-0.17457036095700734,-0.2393323232721019,-0.2376043085441596,-0.17481427827869686,-0.272796318653492,-0.27903377758428444,-0.2756212148826679,-0.24317717192370816,-0.2428288926827333,-0.2329581335081073,-0.21958851975973392,-0.21969274488603074,-0.2224784454270979,0.8245681457433521,-0.3177674564460818,-0.8339069031852381,-0.2457527689838342,-0.31939037544297666,-0.14385735971341088,-0.1868278686878682,-0.8319540903767787,-0.12967825889920753,-0.031374614841430296,-0.24566573877259906,-0.6927183536959508,6.447027590585914,0.06863664556056691,-0.017838254906674397,1.9897872065548363,2.373567715734642,-0.8048670987546855,0.5659316106156972,-0.31939037544297666,-0.2429376272705621,-0.0922755235479696,-0.0922755235479696,-0.2279945889191343,-0.24259005062466046,-0.5913644228236998,22,male,1,1,Searching for Bobby Fischer,calmness,4,3,2
1,-0.1391735798468682,-0.13868521846276366,-0.1175989555213763,-0.09620717917797857,-0.09633786774040204,-0.110292889068247,-0.11905141252789375,-0.10416972301110343,-0.0911781792205012,-0.13265218995849148,-0.13188285104042782,-0.2750076164604345,-0.21879434180563406,-0.22221878148396945,-0.198975105535792,-0.2119300367147529,-0.20493697312615636,-0.1445345068484069,-0.16908713244783768,-0.1702862486592905,-0.2157259053124471,-0.14792755066893332,-0.14590401862319913,-0.16167105002414953,-0.1664898225212328,-0.15798898421107774,-0.13793334946553676,-0.14698868229936082,-0.14490238599253616,-0.13496127323984464,-0.1836065874058273,-0.19908568478476796,-0.22024914277235874,-0.19051867241487347,-0.17800824455614642,-0.16768211651388912,-0.19781000550626604,-0.20359765730964696,-0.20967563179512,-0.2000443673223752,-0.20014553623310405,-0.2069110063480023,-1.553361452239301,1.6532590122865178,1.6063993226622462,0.44735515945743504,1.6576755380818466,0.1915136055477747,1.427810265137092,1.7476891036383218,0.13546727540912193,-0.09779119153647182,0.15304023453909632,-0.8899385878838826,-0.13954328420467146,0.2792097931440638,2.970371803414936,-0.308528995542768,-0.3104534722862612,-0.1177899674228274,0.9004244134349088,1.6576755380818466,0.3314459326489778,-0.7059397870232406,-0.7059397870232406,1.1676640371429836,-0.2767224824391949,0.4977386076293658,22,male,1,2,D.O.A.,surprise,3,3,1
2,-0.12768960935233695,-0.12753852946328942,-0.11041956170723588,-0.10120304145522273,-0.10125903969213207,-0.0983809038417938,-0.10576489624153636,-0.10569883799850573,0.04220901425250548,-0.1625924910875282,-0.16221838933393162,0.02538350794056456,-0.2566132668790995,-0.2621805884659121,0.00755484522104733,-0.15643684259019666,-0.15231261655902442,-0.05765953726927881,-0.17722376908671894,-0.17846066631356813,-0.1386748232432141,-0.17312679217291027,-0.16992826725580196,-0.10133898475951136,-0.1404794441911574,-0.10832412105869432,0.014033459249067862,-0.16430181495498308,-0.1621613846537805,-0.08436407130937465,-0.1670936762692408,-0.16682858330722694,-0.08712732712901416,0.02360669992779289,0.02369090169208996,0.018826942159848217,-0.2102560345565088,-0.20977784451441425,-0.1652216154251298,-0.15018097770407166,-0.15037699236829902,-0.0711932455713131,1.1012392194224256,-0.07583382532940554,-1.0779241519899418,0.1612211243070076,-0.08164086724770837,0.3105054783674278,0.14314802323270315,-0.8821937354788792,0.08123296025033858,0.18956176634916627,0.22609604171501765,0.21500674263947114,-0.3150149613258427,-0.07938610027149237,-0.29440338109916403,-0.3257985917515273,-0.3560573678406777,-0.16975325658145515,0.3376488829318599,-0.08164086724770837,0.14239188596116215,0.13740325576799514,0.13740325576799514,0.20115805109545595,0.0022423135954220547,-0.5986815327901904,22,male,1,3,The Hangover,amusement,5,4,4
3,-0.15897189919400448,-0.15812293109873288,-0.13111141116321728,-0.10067363045499617,-0.1007390001658018,-0.09796377330409567,-0.06962936969589943,-0.030775279689480694,-0.0037931935462105133,-0.16408827895738198,-0.16370514464051086,-0.052754205051229484,-0.3054915386949341,-0.3136521065286971,-0.2192970430998418,-0.11422893676838655,-0.10658341302987942,-0.08569248302903322,-0.19077243332026475,-0.19198107136149944,-0.16023644182311242,-0.1870847927290513,-0.18320416502203454,-0.164320016507806,-0.18156530121958087,-0.1811669484855077,-0.09573849717243776,-0.1857479330256941,-0.18347224775782026,-0.1562287380857053,-0.2077940884384908,-0.20670022423865828,-0.12427012320774294,-0.07861347689790091,-0.07830622611583145,-0.07880954563507651,-0.23101431517686116,-0.2306174673072526,-0.1950136266907019,-0.1935501936701192,-0.1936874766641918,-0.15888340323052105,-0.5326821549683285,0.6612737904218384,0.4789184393429283,0.4063599382129505,0.6788269827644093,0.313141964456648,0.6429006083754453,0.6261302937895353,0.231883832879254,0.12855935354842182,0.5152578553809659,0.01681409665304118,-0.3950984927009133,-0.19241406247469173,0.11661257119344967,-0.3520903161525312,-0.4049264443497224,-0.02581720434051104,0.1484372198703547,0.6788269827644093,0.3229552173420833,-0.23482774680181476,-0.23482774680181476,0.7451191505002478,-0.07835165272933453,-0.7537298323212824,22,male,1,4,The Ring,fear,4,3,2
4,-0.11048041034707984,-0.11071250523951527,-0.09903100029160912,-0.11150571307372904,-0.11133725694076514,-0.08905083057522742,0.049650632904978204,0.05001239971736916,0.05497528402843492,-0.12009256782148718,-0.1195088595662861,0.008725725651592993,-0.07476483638712995,-0.07067190850090947,-0.14563515880797534,-0.07909969369275091,-0.0789088315124524,-0.0691362919507656,-0.1024216123626554,-0.10380557631012426,-0.14343836933506324,-0.1167118632351889,-0.11626730544591693,-0.13786967050070595,0.06450195609222922,0.05861997183704725,-0.06695119581737848,-0.0890661697636767,-0.08739518300785187,-0.09168158564308716,0.00762973545254077,0.004330228949094222,-0.09644429334871514,-0.028710207032452743,-0.02845470043721988,-0.03080114143759014,-0.14573240189886238,-0.14500686960027115,-0.18646976972033769,-0.01686808846200806,-0.017255284808366887,-0.11691256499068725,1.7143515138033127,-0.943246157507768,-1.5631167308513123,-0.9183268381495652,-0.9395392353166272,-0.7564138760783903,-0.7985779385223312,-1.780521544215654,-0.6693628509369695,-0.4737270286615994,-1.4558988626086775,-0.4506882106395094,-0.3789244727644209,0.8070787125888249,-0.17912227267720315,-0.3797025864145517,-0.3910556985244382,3.5139237569401924,1.4726412984946888,-0.9395392353166272,-0.8596828238060465,-0.3365883876547869,-0.3365883876547869,-1.1836887935676703,-0.547361583554869,0.5207825670622175,22,male,1,5,300,excitement,4,4,4
5,-0.12614681530620933,-0.12600032727516478,-0.10924413364688897,-0.05500336462133766,-0.037064296083592886,0.2631933480257781,2.1547270450064664,2.1622189359946686,2.196225925186152,0.9186722440668532,1.2126585129580798,1.9627207536652844,0.4427318728225349,0.4759076057373796,0.4461704272863225,1.812368779281324,1.8333367655140853,1.1084425361136565,0.29916428795383065,0.2979548609033286,0.2847199135704433,0.11947903993821535,0.10900219964802033,0.09867794215665077,0.524706516736065,0.5402167175687645,0.6227228403958203,0.11922338539976962,0.12021208226621526,0.11158098348336687,0.6495627136714675,0.6348416194936418,0.5569281332224344,2.80550552698202,2.807603923317778,2.718896620391357,0.007961817509412323,0.009749897164810136,0.018150695986663464,0.2492004077303365,0.24932334252101826,0.2396412376324196,1.4086785658009702,-1.6609581114553098,-1.3446152656336312,-0.6300312364421236,-1.6596332842480257,-0.47661016989398,-1.6874142252640911,-1.5965290308214133,-1.1910379473416672,-1.0454662504455512,-0.4622303625941849,2.2002466129033973,-0.306943348977928,-0.496234054322937,-0.2853331830200763,0.02657867445639456,0.14252248946959864,-0.5941585454494368,-0.8424902040435621,-1.6596332842480257,-0.5281015308544369,1.3692889596904725,1.3692889596904725,-1.3303321614751735,0.07506664386073382,0.4633208024166345,22,male,1,6,National Lampoon's VanWilder,disgust,1,2,5
6,-0.1304715687451177,-0.1301892249380383,-0.11190311436520448,-0.10165430272618096,-0.10167973648626412,-0.09231725461597652,0.03891367351622777,0.05523130032769921,0.03723132152793512,-0.10506610144633832,-0.10419867672812064,-0.09161055282767484,-0.18293808960126848,-0.18446864842954575,-0.17719014825175095,-0.10696842709798053,-0.09819037175779838,-0.08997757753963881,-0.1448056670551751,-0.14604874508861082,-0.17614440936971168,-0.13877205338229326,-0.1372025511453452,-0.14700046256521926,-0.039023169353588176,-0.050905378543808284,-0.09152584668958973,-0.1270250592194026,-0.12506576835794733,-0.12233759802156645,-0.07093239834468905,-0.07300402483002967,-0.14375561301680706,0.1660480764659402,0.1881409965011485,0.14767864478655565,-0.1724410433906387,-0.1755610219260463,-0.1960862513335908,-0.0981879950735461,-0.09838097282630694,-0.1371663687584794,-0.2435981026861836,-1.1164510390179492,0.1917187005808667,0.01751820122689189,-1.11707169128056,-0.019907670769972383,-1.2448540101906442,0.43001500032511336,-1.1139306191486482,-1.1251234416000238,-0.20427119030203736,-0.5454038567034977,1.239002460393681,-0.4678721335129608,-0.2063817083037603,2.9567614168569984,1.0286334757248703,-1.2725408505194389,-0.7472621932747412,-1.11707169128056,0.10777182259797724,1.3940806287514866,1.3940806287514866,-0.4954187901255154,0.4815045350238518,-0.8063017068609198,22,male,1,7,Wall-E,happiness,5,4,4
7,-0.12165940613966557,-0.12164975838790824,-0.1266550538085732,-0.13643955742286226,-0.13827122509240405,-0.1362157831451642,-0.3541543267349225,-0.3543543217086785,-0.35155508004303765,-0.4763083806309129,-0.4869904221101699,-0.4623198641707906,-0.3881743589324581,-0.4067157715203885,-0.34423683387985143,-0.31849500708898404,-0.3062692936663841,-0.20506226917068293,-0.25168433515926225,-0.25373311526922576,-0.26155284839416937,-0.22944032140961826,-0.2253662216412553,-0.2261502786032292,-0.2799172857883937,-0.2814466122592041,-0.2775062844911367,-0.21041959764420945,-0.2118712387966176,-0.1915478559862848,-0.30702485744572816,-0.3068845294884475,-0.29757336658375216,-0.3792337519000828,-0.3786218346230864,-0.3678853263516,-0.25642882161570296,-0.2561379503611921,-0.2518985460633744,-0.23896872525114976,-0.2416349382360381,-0.24748964453291994,1.7228585322989485,-1.0897002499257784,-1.6039557274336538,-0.4437562554994833,-1.0930471994769615,-0.2466211870963324,-0.9688581598831733,-2.388903793096481,0.07753276417799379,0.422851391979088,-0.4638042025866511,2.494122215244155,-0.44854547533082056,-0.5257602619154432,-0.26925232741794797,-0.31640389507925737,-0.4559345488288182,-1.1389922362067462,-1.1497183440582748,-1.0930471994769615,-0.3944671192437919,0.557558872638605,0.557558872638605,-0.8284869560457512,-0.09773894868040317,1.8030113962709948,22,male,1,8,Crash,anger,1,2,4
8,-0.19123270787212598,-0.189655724652743,-0.1551776160802775,-0.10094967985833604,-0.10920906815620512,-0.1332189857385538,-0.3007019922096127,-0.30074405538360244,-0.2972939268225817,3.3529311977825236,2.7398177131198325,-0.15167590750547902,1.3196864380927054,1.1016707626362157,-0.2050556889383092,-0.2970179644291634,-0.28972029620073075,-0.19604585269671126,0.8297272313492301,0.6509616340048263,-0.16521262193949446,0.5095351976556616,0.3641251514283001,-0.16719526300451246,1.1963975873162758,0.978135058393366,-0.13405364394117494,0.5259024503238469,0.4018219132081709,-0.13445154971341028,2.0399407699481547,1.6210196733323592,-0.10965441477690543,-0.3155944434677967,-0.31485073668703256,-0.30565329366913585,0.2599858728390356,0.17782370861087085,-0.20580525688092016,0.7844358413276065,0.6154275073919108,-0.16014838548494978,-0.1288868122701428,-0.9732072042188172,0.09923269563203524,-0.8501690433556446,-0.9684594839652384,-0.851277067464629,-1.0754687004898127,-0.3210033308880559,-1.3464737594439882,-1.2989667502114617,-1.1184369632555684,-0.7716689301221831,-0.3316677726679312,-0.2224815027494898,1.0393336984228114,-0.30901258319998354,-0.31201786712815244,-0.1210614469035066,0.04821670484923084,-0.9684594839652384,-0.7858494544189378,-0.19783879268017804,-0.19783879268017804,-1.0907104292143257,-0.48539413821257205,0.2707185554168701,22,male,1,9,My Girl,sadness,1,2,3
9,-0.11570826531496255,-0.10620885573380874,-0.09194241922428688,-0.08796293301053189,-0.08449752867534792,-0.08343685030981404,-0.18134127536427397,-0.17027026743086374,-0.16002866456219825,-0.3889732751395611,-0.3897083653560756,-0.3506360622177366,-0.2906076168343117,-0.28965024221181057,-0.2267168072777062,-0.21403733536097813,-0.20693544406745387,-0.14571337492991446,-0.1921948388266075,-0.18933920380138344,-0.19534259316679609,-0.17730956800832065,-0.17025508115334848,-0.16924396927952026,-0.14199296671670808,-0.1407897112507185,-0.12426309142789828,0.6098781668112535,0.5993610412958679,0.10992681428984076,-0.18661941233574944,-0.17776189165923506,-0.17602148282027272,-0.22221281141569,-0.2115520606563255,-0.20115084705555444,-0.2140780127296036,-0.21360040325327748,-0.2089314983395335,-0.2368702799605301,-0.2369419279178849,-0.24088837181218836,0.784773804618297,0.023978930908163932,-0.7968786349137572,-0.06151967604970038,0.0338162083708797,0.03892016915341925,0.20110407005291908,-0.7579191531586759,-1.3951455788583549,-1.3188933933597065,-0.3619959269461741,-0.4499892427423151,-0.4372244610426364,-0.4947890895190317,-0.3163462720386522,-0.31486889734925005,-0.2778360528384592,0.25408117801269553,-1.3552675187980308,0.0338162083708797,-0.10882313191266864,-0.22177687589104905,-0.22177687589104905,0.09199738886566552,-0.23580306513668026,-1.1494510580646573,22,male,1,10,The Fly,disgust,5,3,4
