,ECG_Rate_Mean,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD2SD1,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_SampEn
0,1.0198828857597335,0.9374628556625093,0.9807147949722173,0.9428950372028653,0.9331890400532303,0.961436446812233,0.9558971623971912,0.9817299301919721,1.0,1.0186170212765957,,inf,1.1586274509803922,1.185252384934866,,,,,,,,,,0.9331890400532303,0.9331890400532303,1.0000000000000002,1.0000000000000002,0.9787861510147582,0.9331890400532306,0.8587306111783048
1,0.9016212707673998,1.646394213855828,1.1089908148891567,1.2121971279119048,1.6416991238264749,1.0930632712526689,1.4845877817485664,1.1133451898692488,1.1047619047619048,0.9922434953362789,,inf,1.3679245283018866,1.165359653866955,,,,,,,,,,1.6416991238264749,1.6416991238264749,1.0,1.0,1.1728133377789731,1.6416991238264749,1.3511386322500436
2,1.0336132524464174,0.9737268494231959,0.9678878962036339,1.0940668466284746,0.9681264879742274,1.1303652404881634,1.006032627790112,0.9803921568627451,1.1111111111111112,1.1333333333333333,,inf,1.4062745098039215,1.4112710704342708,,,,,,,,,,0.9681264879742273,0.9681264879742273,1.0,1.0,0.9905795307582983,0.9681264879742273,0.853926010577194
3,0.951885617785905,1.2354419454488217,1.0497241709017382,1.1903375164865948,1.2360880388651245,1.1339528053733352,1.1769208326825769,1.0561224489795917,1.1428571428571428,1.0821256038647344,,inf,1.5580673758865249,1.3892554885201944,,,,,,,,,,1.2360880388651245,1.2360880388651245,1.0,1.0,1.0676768863517703,1.2360880388651247,0.8045407568412859
4,1.0636077238623338,0.7477801042524663,0.9423834846346153,0.6853939285019239,0.7457935590929343,0.7272984825878678,0.7934992955585534,0.9333333333333333,0.7867647058823529,0.8429621848739496,,0.8397790055248618,0.5233265720081136,1.248446276263782,,,,,,,,,,0.7457935590929342,0.7457935590929343,1.0,1.0,0.9165153386556117,0.7457935590929343,1.3012395839079973
5,1.0470523841086674,0.5214735736387233,0.9538691326719964,0.796674814995768,0.5194923100234667,0.8352034871285726,0.5466929136912637,0.9451073985680191,0.5483870967741935,0.580237862495927,,0.08322087269455689,1.0449438202247192,1.9406033940917664,,,,,,,,,,0.5194923100234666,0.5194923100234667,1.0000000000000002,1.0000000000000002,0.8328163925217462,0.5194923100234667,1.216470437674658
6,0.9663183273316074,0.6939590232407267,1.0346273609603036,1.044210990756059,0.6907985010415068,1.0092628710236147,0.6707332651717011,1.046116504854369,0.6111111111111112,0.5842975404344914,,0.5458515283842794,1.1803571428571429,1.2237160906726123,,,,,,,,,,0.6907985010415068,0.6907985010415068,0.9999999999999999,0.9999999999999999,0.8967486851610426,0.6907985010415068,0.7776836191398375
7,1.0635233138788156,0.7748705050289706,0.9402367612916858,0.870897803440724,0.7704193284804042,0.9262537003656712,0.8241227691570957,0.9022932308945928,1.0526315789473684,1.1666197579510271,,0.1415270018621974,1.1724137931034482,2.121468653250774,,,,,,,,,,0.7704193284804042,0.7704193284804042,1.0,1.0,0.923405503977948,0.7704193284804042,1.8172942996603658
8,0.973023290292752,0.7492776531181979,1.0297657841980645,0.713734638034099,0.7476562273672155,0.6931038416977112,0.7276194060991282,1.007799006908463,0.5,0.4961340206185567,,0.10771276595744682,0.7004741290455576,1.1922692533803645,,,,,,,,,,0.7476562273672155,0.7476562273672155,1.0,1.0,0.91639876756735,0.7476562273672154,1.1271190772102515
9,1.0180012096033306,0.9314311341133155,0.9826612056373304,0.9572210822947798,0.930460728037308,0.9741109924798032,0.9478659875548985,0.9903381642512077,0.625,0.6310975609756098,,0.6686746987951807,1.2258064516129032,1.1194646569646571,,,,,,,,,,0.930460728037308,0.9304607280373081,1.0,1.0,0.9787108207591197,0.9304607280373081,0.641067874017283
